SERIAL_NO,DEVICE_ID,PRODUCT_FAMILY,MODEL_NAME,PART_NUMBER,DEVICE_CAPACITY,COLOR,PURCHASE_SOURCE,ORDER_NUMBER,DATE_ADDED_TO_ORGANIZATION,DATE_REMOVED_FROM_ORGANIZATION,MDM_SERVER,DATE_ASSIGNED_TO_MDM_SERVER
C1MR65FTG944,C1MR65FTG944,Mac,"MacBook Air 13""",Z0RJ,256GB,SILVER,Apple (1016480),1004622514,2021-05-24T17:33:20Z,,NONE,
C1MTL6ZNJ1WL,C1MTL6ZNJ1WL,Mac,"MacBook Air 13""",MQD42LL/A,256GB,SILVER,Apple (1016480),1006461239,2021-05-24T17:33:13Z,,Kandji,2022-09-27T11:14:42Z
CF5WQG03TX,CF5WQG03TX,Mac,MacBook Air,Z160,256GB,MIDNIGHT,Apple (1016480),AAA0829098,2023-10-11T05:38:29Z,,Kandji,2023-10-11T05:38:29Z
D25R4QR9RC,D25R4QR9RC,Mac,MacBook Air,Z160,256GB,MIDNIGHT,Apple (1016480),AAA0254717,2023-06-27T05:27:31Z,,Kandji,2023-06-27T05:27:31Z
D9Q03PN66G,D9Q03PN66G,Mac,MacBook Air,Z160,256GB,MIDNIGHT,Apple (1016480),AAA1584574,2024-02-26T04:29:38Z,,Kandji,2024-02-26T04:29:38Z
F2CMXJ03GC,F2CMXJ03GC,Mac,MacBook Air,Z160,256GB,MIDNIGHT,Apple (1016480),AAA0829098,2023-10-11T05:30:37Z,,Kandji,2023-10-11T05:30:37Z
F7W4F4919J,F7W4F4919J,Mac,MacBook Air,Z160,256GB,MIDNIGHT,Apple (1016480),AAA0254717,2023-06-27T05:26:04Z,,Kandji,2023-06-27T05:26:04Z
FVFFD23EQ6LT,FVFFD23EQ6LT,Mac,MacBook Air,Z125,512GB,SPACE GRAY,Apple (1016480),1014087373,2021-05-24T17:33:12Z,,Kandji,2022-09-27T11:15:23Z
FVFJH4561WG7,FVFJH4561WG7,Mac,MacBook Air,Z124,256GB,SPACE GRAY,Apple (1016480),1017750769,2022-09-30T03:24:19Z,,Kandji,2022-09-30T03:24:19Z
FVFJH47F1WG7,FVFJH47F1WG7,Mac,MacBook Air,Z124,256GB,SPACE GRAY,Apple (1016480),1017750769,2022-09-30T03:21:27Z,,Kandji,2022-09-30T03:21:27Z
FVFJH4C21WG7,FVFJH4C21WG7,Mac,MacBook Air,Z124,256GB,SPACE GRAY,Apple (1016480),1017750769,2022-09-30T03:32:41Z,,Kandji,2022-09-30T03:32:41Z
FVFJT2XF1WG7,FVFJT2XF1WG7,Mac,MacBook Air,Z124,256GB,SPACE GRAY,Apple (1016480),1018149834,2022-12-01T05:21:07Z,,Kandji,2022-12-01T05:21:07Z
FVFJT32V1WG7,FVFJT32V1WG7,Mac,MacBook Air,Z124,256GB,SPACE GRAY,Apple (1016480),1018149834,2022-12-01T05:20:28Z,,Kandji,2022-12-01T05:20:28Z
FVFJT32W1WG7,FVFJT32W1WG7,Mac,MacBook Air,Z124,256GB,SPACE GRAY,Apple (1016480),1018149834,2022-12-01T05:17:54Z,,Kandji,2022-12-01T05:17:54Z
FVFKL0851WG7,FVFKL0851WG7,Mac,MacBook Air,Z124,256GB,SPACE GRAY,Apple (1016480),AAA0026139,2023-05-06T06:18:32Z,,Kandji,2023-05-06T06:18:32Z
FVFKM1CS1WG7,FVFKM1CS1WG7,Mac,MacBook Air,Z124,256GB,SPACE GRAY,Apple (1016480),AAA0026139,2023-05-06T06:17:23Z,,Kandji,2023-05-06T06:17:23Z
FVFKM1CZ1WG7,FVFKM1CZ1WG7,Mac,MacBook Air,Z124,256GB,SPACE GRAY,Apple (1016480),AAA0026139,2023-05-06T06:18:47Z,,Kandji,2023-05-06T06:18:47Z
FVFKM1QN1WG7,FVFKM1QN1WG7,Mac,MacBook Air,Z124,256GB,SPACE GRAY,Apple (1016480),AAA0026139,2023-05-06T06:18:33Z,,Kandji,2023-05-06T06:18:33Z
FVFKM1R11WG7,FVFKM1R11WG7,Mac,MacBook Air,Z124,256GB,SPACE GRAY,Apple (1016480),AAA0026139,2023-05-06T06:18:05Z,,Kandji,2023-05-06T06:18:05Z
FVHF2B8DQ6L4,FVHF2B8DQ6L4,Mac,MacBook Air,MGN63LL/A,256GB,SPACE GRAY,Apple (1016480),1014434235,2021-05-24T17:33:07Z,,Kandji,2022-09-27T11:15:34Z
FVHF2BBWQ6L4,FVHF2BBWQ6L4,Mac,MacBook Air,MGN63LL/A,256GB,SPACE GRAY,Apple (1016480),1014434235,2021-05-24T17:33:18Z,,Kandji,2022-09-27T11:15:45Z
FVHF2BC3Q6L4,FVHF2BC3Q6L4,Mac,MacBook Air,MGN63LL/A,256GB,SPACE GRAY,Apple (1016480),1014434235,2021-05-24T17:33:20Z,,NONE,
FVHF2BF4Q6L4,FVHF2BF4Q6L4,Mac,MacBook Air,MGN63LL/A,256GB,SPACE GRAY,Apple (1016480),1014434235,2021-05-24T17:33:05Z,,Kandji,2022-09-27T11:16:13Z
FVHF2BG7Q6L4,FVHF2BG7Q6L4,Mac,MacBook Air,MGN63LL/A,256GB,SPACE GRAY,Apple (1016480),1014434235,2021-05-24T17:33:19Z,,Kandji,2022-09-27T11:16:25Z
K376W9CFCV,K376W9CFCV,Mac,MacBook Air,Z160,256GB,MIDNIGHT,Apple (1016480),AAA0829098,2023-10-09T05:26:33Z,,Kandji,2023-10-09T05:26:33Z
LXW7FJP913,LXW7FJP913,Mac,MacBook Air,Z160,256GB,MIDNIGHT,Apple (1016480),AAA0829098,2023-10-11T05:48:21Z,,Kandji,2023-10-11T05:48:21Z
LYX2G57WGW,LYX2G57WGW,Mac,MacBook Air,Z160,256GB,MIDNIGHT,Apple (1016480),AAA0829098,2023-10-11T05:40:32Z,,Kandji,2023-10-11T05:40:32Z
MFPHM4Q7H4,MFPHM4Q7H4,Mac,MacBook Air,Z160,256GB,MIDNIGHT,Apple (1016480),AAA0829098,2023-10-11T05:27:25Z,,Kandji,2023-10-11T05:27:25Z
N0XX361RW5,N0XX361RW5,Mac,MacBook Air,Z160,256GB,MIDNIGHT,Apple (1016480),AAA1584574,2024-02-26T04:29:54Z,,Kandji,2024-02-26T04:29:54Z
PH7W7T46R4,PH7W7T46R4,Mac,MacBook Air,Z160,256GB,MIDNIGHT,Apple (1016480),AAA0254717,2023-06-27T05:26:04Z,,Kandji,2023-06-27T05:26:04Z
Q3KH536QXN,Q3KH536QXN,Mac,MacBook Air,Z160,256GB,MIDNIGHT,Apple (1016480),AAA0254717,2023-06-27T05:26:28Z,,Kandji,2023-06-27T05:26:28Z
QQ36HXN6K6,QQ36HXN6K6,Mac,MacBook Air,Z160,256GB,MIDNIGHT,Apple (1016480),AAA0254717,2023-06-27T05:27:55Z,,Kandji,2023-06-27T05:27:55Z
WYY24991W2,WYY24991W2,Mac,MacBook Air,Z160,256GB,MIDNIGHT,Apple (1016480),AAA1584574,2024-02-26T04:25:06Z,,Kandji,2024-02-26T04:25:06Z
DMG366LHW0,DMG366LHW0,Mac,Mac mini (2023),Z16K,256GB,SILVER,Apple (1358097),AAA1424171,2024-01-29T04:23:58Z,Addigy,2024-03-13T14:15:10Z,
J9NDQWJFCP,J9NDQWJFCP,Mac,Mac mini (2023),Z16K,256GB,SILVER,Apple (1358097),AAA1424171,2024-01-29T04:18:58Z,Addigy,2024-03-13T14:15:10Z,
N2V363M4WR,N2V363M4WR,Mac,Mac mini (2023),Z16K,256GB,SILVER,Apple (1358097),AAA1424171,2024-01-29T04:23:51Z,Addigy,2024-03-13T14:15:10Z,
V4YWDKQK02,V4YWDKQK02,Mac,Mac mini (2023),Z16K,256GB,SILVER,Apple (1358097),AAA1424171,2024-01-29T04:26:35Z,Addigy,2024-03-13T14:15:10Z,
VV4QNV7M04,VV4QNV7M04,Mac,Mac mini (2023),Z16K,256GB,SILVER,Apple (1358097),AAA1424171,2024-01-29T04:26:33Z,Addigy,2024-03-13T14:15:10Z,
WX9KGHG9YM,WX9KGHG9YM,Mac,Mac mini (2023),Z16K,256GB,SILVER,Apple (1358097),AAA1424171,2024-01-29T04:21:49Z,Addigy,2024-03-13T14:15:10Z,
C90L6RN7F5,C90L6RN7F5,Mac,"iMac (24-inch, 2023)",Z19E,512GB,SILVER,Apple (1480181),AAA1194800,2023-12-11T04:27:39Z,,Kandji,2023-12-11T04:27:39Z
GDQGWVTHRV,GDQGWVTHRV,Mac,"iMac (24-inch, 2023)",Z19E,512GB,SILVER,Apple (1480181),AAA1194797,2023-12-11T04:24:51Z,,Kandji,2023-12-11T04:24:51Z
H4TKW0KMQ7H6,H4TKW0KMQ7H6,Mac,"iMac (24-inch, M1, 2021)",Z13K,512GB,SILVER,Apple (1480181),AAA0242012,2023-06-26T09:14:01Z,,Kandji,2023-06-26T09:14:01Z
H4TKW0KPQ7H6,H4TKW0KPQ7H6,Mac,"iMac (24-inch, M1, 2021)",Z13K,512GB,SILVER,Apple (1480181),AAA0242012,2023-06-26T09:14:06Z,,Kandji,2023-06-26T09:14:06Z
H4TKW0KQQ7H6,H4TKW0KQQ7H6,Mac,"iMac (24-inch, M1, 2021)",Z13K,512GB,SILVER,Apple (1480181),AAA0242012,2023-06-26T09:14:08Z,,Kandji,2023-06-26T09:14:08Z
H4TL40DRQ7H6,H4TL40DRQ7H6,Mac,"iMac (24-inch, M1, 2021)",Z13K,512GB,SILVER,Apple (1480181),AAA0414102,2023-07-29T05:25:42Z,,Kandji,2023-07-29T05:25:42Z
JPD2K6VVRX,JPD2K6VVRX,Mac,"MacBook Pro 14""",MKGP3LL/A,512GB,SPACE GRAY,Apple (1480181),1016282969,2022-02-18T13:24:29Z,,Kandji,2022-11-08T09:14:20Z
W3JHFJQ9CX,W3JHFJQ9CX,Mac,"iMac (24-inch, 2023)",Z19E,512GB,SILVER,Apple (1480181),AAA1244206,2023-12-20T06:23:06Z,,Kandji,2023-12-20T06:23:06Z
X20T0C7TR2,X20T0C7TR2,Mac,"MacBook Pro 14""",MKGP3LL/A,512GB,SPACE GRAY,Apple (1480181),1016159797,2022-02-08T03:47:30Z,,Kandji,2022-11-04T13:26:45Z
C02C25V1MD6M,C02C25V1MD6M,Mac,"MacBook Pro (16-inch, 2019)",MVVJ2LL/A,512GB,SPACE GRAY,Apple (1178578),1010614390,2020-02-06T03:33:47Z,,Kandji,2023-03-08T15:15:27Z
C02C7B1KMD6R,C02C7B1KMD6R,Mac,"MacBook Pro (16-inch, 2019)",Z0XZ,512GB,SPACE GRAY,Apple (1178578),1010613542,2020-02-19T03:30:23Z,,Kandji,2023-01-17T15:37:46Z
C02DR8R4MD6R,C02DR8R4MD6R,Mac,"MacBook Pro (16-inch, 2019)",Z0XZ,1TB,SPACE GRAY,Apple (1178578),1012045951,2020-11-27T16:35:46Z,,Kandji,2023-01-25T10:08:10Z
C02DR8R5MD6R,C02DR8R5MD6R,Mac,"MacBook Pro (16-inch, 2019)",Z0XZ,1TB,SPACE GRAY,Apple (1178578),1012045951,2020-11-27T16:29:22Z,,Kandji,2023-01-17T11:56:30Z
C02DV88UMD6R,C02DV88UMD6R,Mac,"MacBook Pro (16-inch, 2019)",Z0XZ,1TB,SPACE GRAY,Apple (1178578),1012214815,2020-12-12T15:52:37Z,,Kandji,2023-03-08T15:15:42Z
C02F20JVQ6LR,C02F20JVQ6LR,Mac,MacBook Air,Z124,512GB,SPACE GRAY,Apple (1178578),1012341340,2021-01-19T03:59:58Z,,Kandji,2023-01-16T13:02:50Z
C02F31KLQ05N,C02F31KLQ05N,Mac,"MacBook Pro 13""",Z11B,1TB,SPACE GRAY,Apple (1178578),1012299472,2021-01-14T04:31:54Z,,Kandji,2023-09-05T09:57:29Z
C02F438SQ05N,C02F438SQ05N,Mac,"MacBook Pro 13""",Z11B,1TB,SPACE GRAY,Apple (1178578),1012395408,2021-01-22T16:03:47Z,,Kandji,2023-02-06T09:33:24Z
C02F63PQQ05N,C02F63PQQ05N,Mac,"MacBook Pro 13""",Z11B,1TB,SPACE GRAY,Apple (1178578),1012507908,2021-02-04T04:33:34Z,,Kandji,2023-01-17T13:32:49Z
C02FG1CWMD6R,C02FG1CWMD6R,Mac,"MacBook Pro (16-inch, 2019)",Z0XZ,1TB,SPACE GRAY,Apple (1178578),1014184374,2021-03-25T03:19:37Z,,Kandji,2023-04-27T11:56:43Z
C02FQ3KYMD6T,C02FQ3KYMD6T,Mac,"MacBook Pro (16-inch, 2019)",Z0Y0,1TB,SPACE GRAY,Apple (1178578),1014544387,2021-05-27T03:44:02Z,,Kandji,2023-03-08T15:16:04Z
C02FW1DFMD6T,C02FW1DFMD6T,Mac,"MacBook Pro (16-inch, 2019)",Z0Y0,1TB,SPACE GRAY,Apple (1178578),1014676427,2021-06-18T03:33:08Z,,Kandji,2023-01-25T15:24:15Z
C02G24NBMD6R,C02G24NBMD6R,Mac,"MacBook Pro (16-inch, 2019)",Z0XZ,1TB,SPACE GRAY,Apple (1178578),1014826898,2021-07-13T03:40:05Z,,Kandji,2023-01-17T09:07:38Z
C02G31GUMD6R,C02G31GUMD6R,Mac,"MacBook Pro (16-inch, 2019)",Z0XZ,1TB,SPACE GRAY,Apple (1178578),1014826898,2021-07-14T03:47:52Z,,Kandji,2023-01-17T11:02:19Z
C02G56BMMD6R,C02G56BMMD6R,Mac,"MacBook Pro (16-inch, 2019)",Z0XZ,1TB,SPACE GRAY,Apple (1178578),1014954340,2021-08-06T03:53:52Z,,Kandji,2023-01-18T09:03:59Z
C02G88CBMD6R,C02G88CBMD6R,Mac,"MacBook Pro (16-inch, 2019)",Z0XZ,1TB,SPACE GRAY,Apple (1178578),1015045533,2021-08-24T03:39:20Z,,Kandji,2023-01-18T11:55:41Z
C02G88W0MD6R,C02G88W0MD6R,Mac,"MacBook Pro (16-inch, 2019)",Z0XZ,1TB,SPACE GRAY,Apple (1178578),1015045533,2021-08-24T03:37:53Z,,Kandji,2023-03-08T15:16:16Z
C02G921AQ05N,C02G921AQ05N,Mac,"MacBook Pro 13""",Z11B,1TB,SPACE GRAY,Apple (1178578),1015080526,2021-08-27T03:50:24Z,,Kandji,2023-04-14T11:25:31Z
C02GJ0Y3MD6T,C02GJ0Y3MD6T,Mac,"MacBook Pro (16-inch, 2019)",Z0Y0,1TB,SPACE GRAY,Apple (1178578),1015349937,2021-10-11T03:49:59Z,,Kandji,2023-01-23T09:05:26Z
C02XJ10JJGH5,C02XJ10JJGH5,Mac,"MacBook Pro 15""",Z0V0,1TB,SPACE GRAY,Apple (1178578),1008310465,2018-10-11T04:04:22Z,,Kandji,2023-03-08T15:11:21Z
C02Y4133JGH6,C02Y4133JGH6,Mac,"MacBook Pro 15""",Z0V1,1TB,SPACE GRAY,Apple (1178578),1008802949,2019-01-24T03:40:50Z,,Kandji,2023-09-05T09:57:05Z
C02Y4134JGH6,C02Y4134JGH6,Mac,"MacBook Pro 15""",Z0V1,1TB,SPACE GRAY,Apple (1178578),1008802949,2019-01-24T04:02:37Z,,Kandji,2023-09-05T09:57:11Z
C02Y417TJGH6,C02Y417TJGH6,Mac,"MacBook Pro 15""",Z0V1,1TB,SPACE GRAY,Apple (1178578),1008802949,2019-01-24T03:34:13Z,,Kandji,2023-03-08T15:08:14Z
C02YD2UZJGH6,C02YD2UZJGH6,Mac,"MacBook Pro 15""",Z0V1,1TB,SPACE GRAY,Apple (1178578),1009046508,2019-03-18T07:50:02Z,,Kandji,2023-09-05T09:57:18Z
C02Z22QWLVDQ,C02Z22QWLVDQ,Mac,"MacBook Pro 15""",Z0WV,512GB,SPACE GRAY,Apple (1178578),1009583151,2019-07-13T03:24:00Z,,Kandji,2023-03-08T15:13:42Z
C02ZN1SZLVDL,C02ZN1SZLVDL,Mac,"MacBook Pro 13""",Z0WQ,512GB,SPACE GRAY,Apple (1178578),1010156562,2019-11-08T04:55:31Z,,Kandji,2023-09-05T09:57:34Z
C07Z11JCJYW0,C07Z11JCJYW0,Mac,Mac mini,Z0W2,256GB,SPACE GRAY,Apple (1178578),1009546817,2019-07-05T03:33:41Z,,Kandji,2023-09-05T09:57:59Z
CT6KCWT4KT,CT6KCWT4KT,Mac,"MacBook Pro 16""",Z14X,4TB,SPACE GRAY,Apple (1178578),1018223165,2022-12-16T03:28:23Z,,Kandji,2022-12-16T03:28:23Z
CYPWR0GQPJ,CYPWR0GQPJ,Mac,"MacBook Pro 16""",Z14X,2TB,SPACE GRAY,Apple (1178578),1017069323,2022-07-16T07:31:32Z,,Kandji,2023-03-08T15:10:24Z
FVFGF12GQ05R,FVFGF12GQ05R,Mac,"MacBook Pro 13""",Z11F,1TB,SILVER,Apple (1178578),1015217584,2021-09-18T04:30:33Z,,Kandji,2023-01-17T14:53:10Z
FVFGT0SGQ05P,FVFGT0SGQ05P,Mac,"MacBook Pro 13""",Z11C,1TB,SPACE GRAY,Apple (1178578),1015833800,2021-12-02T15:32:58Z,,Kandji,2023-02-07T11:51:32Z
FVFY31ZEHV2H,FVFY31ZEHV2H,Mac,"MacBook Pro 13""",Z0UK,256GB,SPACE GRAY,Apple (1178578),1008831802,2019-01-25T04:11:05Z,,Kandji,2023-09-05T09:57:39Z
G12F2R3T1Q,G12F2R3T1Q,Mac,"MacBook Pro (16-inch, Nov 2023)",MRW33LL/A,1TB,SPACE BLACK,Apple (1178578),AAA1674576,2024-03-11T17:24:56Z,,Kandji,2024-03-11T17:24:56Z
G5709HVJRX,G5709HVJRX,Mac,"MacBook Pro (16-inch, 2023)",MNWA3LL/A,1TB,SPACE GRAY,Apple (1178578),AAA0961376,2023-11-03T05:36:01Z,,Kandji,2023-11-03T05:36:01Z
H2WDV08CQ6P0,H2WDV08CQ6P0,Mac,Mac mini,Z12P,1TB,SILVER,Apple (1178578),1012076455,2020-12-10T04:28:34Z,,Kandji,2023-01-19T10:33:55Z
H2WFH0TSQ6P0,H2WFH0TSQ6P0,Mac,Mac mini,Z12P,1TB,SILVER,Apple (1178578),1014230023,2021-04-01T03:39:03Z,,Kandji,2023-09-05T09:56:13Z
H2XPV7224G,H2XPV7224G,Mac,"MacBook Pro 14""",Z15H,1TB,SPACE GRAY,Apple (1178578),1016505363,2022-05-23T03:19:41Z,,Kandji,2023-05-17T11:44:37Z
JCF5C39TDR,JCF5C39TDR,Mac,"MacBook Pro (16-inch, Nov 2023)",MRW13LL/A,512GB,SPACE BLACK,Apple (1178578),AAA1121488,2023-11-28T14:39:55Z,,Kandji,2023-11-28T14:39:55Z
KM9X006WF3,KM9X006WF3,Mac,"MacBook Pro 16""",Z14X,1TB,SPACE GRAY,Apple (1178578),1018214254,2022-12-15T07:24:01Z,,Kandji,2022-12-15T07:24:01Z
LHQRXQG7G9,LHQRXQG7G9,Mac,"MacBook Pro 14""",MKGQ3LL/A,1TB,SPACE GRAY,Apple (1178578),1016007742,2022-01-14T15:23:04Z,,Kandji,2023-05-25T12:15:26Z
LLQLMXQT92,LLQLMXQT92,Mac,"MacBook Pro (16-inch, Nov 2023)",MRW33LL/A,1TB,SPACE BLACK,Apple (1178578),AAA1228962,2023-12-13T22:29:32Z,,Kandji,2023-12-13T22:29:32Z
LX24T62NHX,LX24T62NHX,Mac,"MacBook Pro 16""",Z14W,1TB,SPACE GRAY,Apple (1178578),1016785397,2022-05-24T05:24:36Z,,Kandji,2023-01-17T10:22:20Z
LXHWK4XQ45,LXHWK4XQ45,Mac,"MacBook Pro (16-inch, Nov 2023)",MRW33LL/A,1TB,SPACE BLACK,Apple (1178578),AAA1401752,2024-01-19T20:18:43Z,,Kandji,2024-01-19T20:18:43Z
Q44T005942,Q44T005942,Mac,"MacBook Pro 14""",MKGQ3LL/A,1TB,SPACE GRAY,Apple (1178578),1018312577,2022-12-28T11:16:49Z,,Kandji,2022-12-28T11:16:49Z
QCQJNLXVQ7,QCQJNLXVQ7,Mac,"MacBook Pro (14-inch, 2023)",MPHE3LL/A,512GB,SPACE GRAY,Apple (1178578),AAA0101157,2023-05-25T15:20:47Z,,Kandji,2023-05-25T15:20:47Z
RW9YV6KF79,RW9YV6KF79,Mac,"MacBook Pro 14""",MKGQ3LL/A,1TB,SPACE GRAY,Apple (1178578),1015983987,2022-01-12T15:22:58Z,,Kandji,2023-01-16T11:39:03Z
T5973H7V56,T5973H7V56,Mac,"MacBook Pro 16""",Z14W,2TB,SPACE GRAY,Apple (1178578),1017899111,2022-10-21T05:28:49Z,,Kandji,2023-03-08T15:07:32Z
V40F9RPXLF,V40F9RPXLF,Mac,"MacBook Pro 16""",Z14W,1TB,SPACE GRAY,Apple (1178578),1015974588,2022-01-11T15:55:21Z,,Kandji,2023-04-20T13:06:52Z
V52FF49NT7,V52FF49NT7,Mac,"MacBook Pro 16""",Z14W,1TB,SPACE GRAY,Apple (1178578),1015974588,2022-01-11T15:27:42Z,,Kandji,2023-03-07T12:58:38Z
W39JTQN4NH,W39JTQN4NH,Mac,"MacBook Pro 16""",Z14X,2TB,SPACE GRAY,Apple (1178578),1018312578,2022-12-31T03:11:22Z,,Kandji,2022-12-31T03:11:22Z
WJXNKF9C5J,WJXNKF9C5J,Mac,"MacBook Pro 14""",Z15H,1TB,SPACE GRAY,Apple (1178578),1016559973,2022-05-23T03:21:35Z,,Kandji,2023-01-17T14:02:08Z
X90DH2Q453,X90DH2Q453,Mac,"MacBook Pro 14""",Z15G,512GB,SPACE GRAY,Apple (1178578),1016025606,2022-01-14T03:37:11Z,,Kandji,2023-01-25T15:23:53Z
Y9DJWCQW4M,Y9DJWCQW4M,Mac,"MacBook Pro 14""",Z15H,1TB,SPACE GRAY,Apple (1178578),1016570521,2022-05-23T05:32:33Z,,Kandji,2023-02-23T08:29:11Z
YJ9FPKJK29,YJ9FPKJK29,Mac,"MacBook Pro 14""",Z15H,1TB,SPACE GRAY,Apple (1178578),1015560175,2021-11-20T04:00:50Z,,Kandji,2023-01-17T11:17:38Z
YJWXJPJQF6,YJWXJPJQF6,Mac,"MacBook Pro 14""",Z15H,1TB,SPACE GRAY,Apple (1178578),1015560175,2021-11-20T03:28:20Z,,Kandji,2023-03-02T10:49:07Z
YPN2HH0XPD,YPN2HH0XPD,Mac,"MacBook Pro 16""",Z14W,1TB,SPACE GRAY,Apple (1178578),1015560169,2021-11-22T03:51:09Z,,Kandji,2023-03-08T15:11:10Z
YPT9W2M770,YPT9W2M770,Mac,"MacBook Pro 16""",Z14W,1TB,SPACE GRAY,Apple (1178578),1015560169,2021-11-22T03:54:04Z,,Kandji,2023-01-27T09:09:23Z
H2WGL1AEQ6P0,H2WGL1AEQ6P0,Mac,Mac mini,Z12P,2TB,SILVER,Manually Added|Apple Configurator,CE-2021-11-09-11-18-23-337,2021-11-09T13:18:23Z,,Addigy,2024-03-14T10:43:29Z
H2WGL1AFQ6P0,H2WGL1AFQ6P0,Mac,Mac mini,Z12P,2TB,SILVER,Manually Added|Apple Configurator,CE-2021-11-09-10-25-17-839,2021-11-09T12:25:17Z,,Addigy,2024-03-14T10:43:29Z
H2WGL1F1Q6P0,H2WGL1F1Q6P0,Mac,Mac mini,Z12P,2TB,SILVER,Manually Added|Apple Configurator,CE-2021-11-09-09-46-06-927,2021-11-09T11:46:06Z,,Addigy,2024-03-14T10:43:29Z
H2WGL1F2Q6P0,H2WGL1F2Q6P0,Mac,Mac mini,Z12P,2TB,SILVER,Manually Added|Apple Configurator,CE-2021-11-09-11-20-41-384,2021-11-09T13:20:41Z,,Addigy,2024-03-14T10:43:29Z
H2WGM0F6Q6P0,H2WGM0F6Q6P0,Mac,Mac mini,Z12P,2TB,SILVER,Manually Added|Apple Configurator,CE-2021-11-09-10-57-57-068,2021-11-09T12:57:57Z,,Addigy,2024-03-14T10:43:29Z
C02H910SQ05D,C02H910SQ05D,Mac,"MacBook Pro 13""",MYD82LL/A,256GB,SPACE GRAY,Manually Added|Apple Configurator,CE-2023-02-15-08-54-12-274,2023-02-15T10:54:12Z,Kandji MDM Server,2023-02-15T10:55:20Z,
C02HC6RKQ05D,C02HC6RKQ05D,Mac,"MacBook Pro 13""",MYD82LL/A,256GB,SPACE GRAY,Manually Added|Apple Configurator,CE-2023-02-15-08-44-53-082,2023-02-15T10:44:53Z,Kandji MDM Server,2023-02-15T10:54:04Z,
FVFJ19KBQ05D,FVFJ19KBQ05D,Mac,"MacBook Pro 13""",MYD82LL/A,256GB,SPACE GRAY,Manually Added|Apple Configurator,CE-2023-02-15-08-54-36-077,2023-02-15T10:54:36Z,Kandji MDM Server,2023-02-15T10:55:11Z,
C02XW10RJ1GQ,C02XW10RJ1GQ,Mac,"iMac 27""",Z0TR,2TB,SILVER,Apple (1243169),1008689403,2018-12-25T03:52:21Z,,Kandji,2023-02-28T10:02:12Z
C02XW10SJ1GQ,C02XW10SJ1GQ,Mac,"iMac 27""",Z0TR,2TB,SILVER,Apple (1243169),1008689403,2018-12-22T04:00:18Z,,Kandji,2023-02-28T10:02:12Z
FPD97JQ46C,FPD97JQ46C,Mac,Mac Studio (2022),Z14K,8TB,SILVER,Apple (1243169),1016958880,2022-07-09T03:15:22Z,,Kandji,2023-02-28T10:02:12Z
FQQJW0MQ93,FQQJW0MQ93,Mac,Mac mini (2023),Z170,2TB,SILVER,Apple (1243169),AAA1007645,2023-11-10T04:39:37Z,,Kandji,2023-11-10T04:39:37Z
H2WHQ0DPQ6P0,H2WHQ0DPQ6P0,Mac,Mac mini,Z12P,512GB,SILVER,Apple (1243169),1016958880,2022-05-20T03:28:50Z,,Kandji,2023-02-28T10:02:12Z
J1GHWD2LYV,J1GHWD2LYV,Mac,Mac mini (2023),Z170,2TB,SILVER,Apple (1243169),AAA1007647,2023-11-10T04:36:57Z,,Kandji,2023-11-10T04:36:57Z
L00NX0703N,L00NX0703N,Mac,Mac Studio (2022),Z14K,8TB,SILVER,Apple (1243169),1016958880,2022-07-09T03:10:47Z,,Kandji,2023-02-28T10:02:12Z
L52Q2W2RM2,L52Q2W2RM2,Mac,"MacBook Air 15""",Z18S,2TB,STARLIGHT,Apple (1243169),AAA1259151,2023-12-22T04:38:42Z,,Kandji,2023-12-22T04:38:42Z
PMW0CRH4Q0,PMW0CRH4Q0,Mac,Mac Studio (2022),Z14K,8TB,SILVER,Apple (1243169),1016958880,2022-07-09T03:13:19Z,,Kandji,2023-02-28T10:02:12Z
Q1P4LX244Y,Q1P4LX244Y,Mac,Mac Studio (2022),Z14K,8TB,SILVER,Apple (1243169),1016958880,2022-07-09T03:12:53Z,,Kandji,2023-02-28T10:02:12Z
T29QYNVQC0,T29QYNVQC0,Mac,Mac Studio (2022),Z14K,8TB,SILVER,Apple (1243169),1016958880,2022-07-09T03:11:58Z,,Kandji,2023-02-28T10:02:12Z
VR9YKX41NQ,VR9YKX41NQ,Mac,Mac mini (2023),MMFK3LL/A,512GB,SILVER,Manually Added|Apple Configurator,CE-2023-02-28-08-11-04-454,2023-02-28T10:11:04Z,,Kandji,2023-02-28T10:26:59Z
C7D3QT0LCW,C7D3QT0LCW,Mac,"MacBook Pro 16""",MK1A3LL/A,1TB,SPACE GRAY,SEWELLTECH (4FB5090),IM202212012,2022-12-03T08:27:31Z,,Kandji,2023-05-18T14:08:13Z
D5W4C2L4GK,D5W4C2L4GK,Mac,"MacBook Pro 16""",MK1A3LL/A,1TB,SPACE GRAY,SEWELLTECH (4FB5090),IM202208114,2022-08-13T08:16:23Z,,Kandji,2023-05-18T14:04:47Z
FYK219V4W9,FYK219V4W9,Mac,MacBook Air,Z15T,512GB,SPACE GRAY,Apple (1657474),AAA1188566,2023-12-09T04:24:36Z,,Kandji,2023-12-15T12:38:43Z
H3WYGJC2NW,H3WYGJC2NW,Mac,MacBook Air,Z15T,512GB,SPACE GRAY,Apple (1657474),AAA1188566,2023-12-09T04:28:17Z,,Kandji,2023-12-09T04:28:17Z
